Location.City,Location.State,Data.Shape,Data.Description excerpt,Dates.Sighted.Year
phoenix,AZ,triangle,Red white and blue lights over phoenix,2012
phoenix,AZ,triangle,triangular craft with three red lights sighted in western phoenix,1999
phoenix,AZ,triangle,UFOs seen by 11yr old while taking out garbage 11/20/2000 at 8:30pm,2000
phoenix,AZ,triangle,V shaped object that flew from the north of phoenix and eventually right over phoenix 3/13/97,1997
phoenix,AZ,triangle,Incredibly fast and distant large object.  3 Lights in a row on the bottom.,2006
phoenix,AZ,triangle,Black triangle&#44 3 lights at each point&#44  thin in shape&#44 hanging point down&#44 turned clockwise&#44 lights stretched and sped away,2008
phoenix,AZ,triangle,I WENT OUTSIDE FRIDAY AT 9;30PM FRIDAY MARCH 20 2009 i all ways look up at the sky when i go outdoors at night.I was walking to the dum,2009
phoenix,AZ,triangle,Rectangular Shaped 4 Red Lights Which All Blinked Out Within 18 Minutes,2008
phoenix,AZ,triangle,Strange blue object hovering south of phx. Az,2012
phoenix,AZ,triangle,On Oct.19 2001&#44 Phoenix Az.I was sitting out side of the shop I work at and was having a cig. It was about 8:45pm&#44 I was waiting to,2001
phoenix,AZ,triangle,Triangle UFO with red and white lights over Phoenix AZ,2004
phoenix,AZ,triangle,Dimly lit triangle crossed sky at high rate of speed,2005
phoenix,AZ,triangle,Daytime sighting of three objects&#44 in formation&#44 moving across the sky&#44 VERY VERY high compared to other aircraft.  No noises at all.,2005
phoenix,AZ,triangle,((POSSIBLE HOAX))  Three Huge Amber Orbs of light &#33&#33&#33,2005
phoenix,AZ,triangle,LARGE TRIANGLE SHAPED OBJECT OVER THE METROCENTER IN PHX&#44AZ.,2000
phoenix,AZ,triangle,Two massive triangular-shaped objects in a wing to wing formation&#44  hovering over a casino parking lot.,2003
phoenix,AZ,triangle,July 23&#44 1997; 8:25 PM; Phoenix AZ/ 9822 N. 16th Place; Looking west&#44 then north. Three witnesses at the same location as the March 13t,1997
phoenix,AZ,triangle,Triangle object seen flying thru the night sky&#44 Weird.,2006
phoenix,AZ,triangle,8 bright individual pulsing lights yellow orange in color forming one large triangle then winked out one at a time and would come back,2006
phoenix,AZ,triangle,The Phoenix Lights&#44 17 Years Later.,2009
phoenix,AZ,triangle,The object sounded like a helicopter but look like it was floating and the lights turned into one light then the other two turned back,2012
prescott,AZ,triangle,On 6/8/08 a large dark triangular UFO spotted over Watson Lake&#44 Prescott&#44 AZ:.,2008
prescott valley,AZ,triangle,Large bright red triangular slow flashing light spotted over prescott valley,2012
prescott valley,AZ,triangle,Are the Phoenix Lights returning? Local sighting near Prescott Valley&#44 AZ  ((NUFORC Note:  Probably military flares.  PD)),2007
quartzsite,AZ,triangle,TRIANGLE flies over I 10 IN AZ.,1995
quartzsite,AZ,triangle,See entry above.,2007
queen creek,AZ,triangle,UFO Sighting Over Southeast Phoenix In 2005.,2005
sahuarita,AZ,triangle,Very large cone-shaped object appeared out of nowhere,1997
san carlos,AZ,triangle,3 lights spoted over Apache Reservation,2003
san manuel,AZ,triangle,Very large soundless aircraft.,1999
scottsdale,AZ,triangle,Objects in the skies of Scottsdale.,2011
scottsdale,AZ,triangle,Myself&#44 my 12 yr old son and his friend watched a large triangular shape craft with colored lights (red mostly) in chevron design glide,1997
scottsdale,AZ,triangle,Saw silent&#44 triangular craft at early twilight that was almost blended with the sky background.,2001
scottsdale,AZ,triangle,I hope it&#39s ours &#33  If not&#44 it&#39s definately &#39someone else&#39s&#39... (and FOR SURE&#44 it&#39s not of human origin) &#33,1997
scottsdale,AZ,triangle,I observed three bright white lights arranged in a triangular pattern hovering low in the northeast sky,2005
scottsdale,AZ,triangle,Dark triangular shape against the darking sky. The object had great speed and no sound or light was evident.,1999
scottsdale,AZ,triangle,On Halloween Night 2005&#44 3 Lights in shape of a triangle moving over Scottsdale&#44 AZ.,2005
scottsdale,AZ,triangle,Black Triangle with three bright lights&#44 over highway 101 in Scottsdale area.,2005
scottsdale,AZ,triangle,Triangular shaped craft hovering over a desert /mountain area of  N. E. Scottsdale,2008
scottsdale,AZ,triangle,Black triangle seen flying silently in the night sky.,2006
scottsdale,AZ,triangle,3 SMALL  LIGHTS IN A BACKWARD TRIANGLE PATTERN MOVING INUNISON THEN DISAPPEARING.,2005
scottsdale,AZ,triangle,Non-moving lights in the southwestern sky.,1999
scottsdale,AZ,triangle,PHOENIX LIGHT OVER SCOTTSDALE IN 1991,1990
scottsdale,AZ,triangle,Gilbert,2005
scottsdale,AZ,triangle,The back of our home looks south over Scottsdale and Phoenix.  My wife and I were watching a movie on TV when we saw 3 very bright ligh,2000
scottsdale,AZ,triangle,((Apparent report of helicopter. PD)Loud hovering object with red and green lights over McDowell Mt. Ranch Subdivision in N Scottsdale.,2005
scottsdale,AZ,triangle,2002 submission of March 13th mass UFO sightings over Phoenix,1997
sedona,AZ,triangle,I was facing N NE 34 51&#8217;52.16N 111 47&#8217;38.39W   elevation 4436 ft The object came from the NE directly NW till it was gone,2011
sedona,AZ,triangle,Large triangle&#44 silent&#44 50 to 100&#39 altitude. 20 Minutes.  Later 3 small triangular crafts&#44 8-10&#39wide&#44 10-12&#39 alt. 45 sec.,2002
sedona,AZ,triangle,They where back on my Ranch Again&#44 3rd time&#44 this time 3 of em&#44 not 2&#44 the hovered around my cow pastures&#44 then flew west toward the mo,2011
sedona,AZ,triangle,A black triangle was seen flying over Sedona&#44 AZ the evening of July 5&#44 2003 by six eyewitnesses,2003
sedona,AZ,triangle,3 triangle ufos appear over my pastures&#44 larger of 3 crafts emits beam over 1 of my pastures&#44 animals missing. 3 occurance,2012
sierra vista,AZ,triangle,Triangle-shaped&#44 illuminated object flies fast and silent from north to south across sky,2012
sierra vista,AZ,triangle,Silent delta wing aircraft,1984
stanfield,AZ,triangle,3/13/97 7:45p.m.,1997
sun city,AZ,triangle,It was just before dark at dusk.  I just moved in and was looking at the sky to my left.  I saw an orange upside down triangle in the s,2011
surprise,AZ,triangle,We saw a perfect triangle shape ( 1 star top- 2 at base) of bright stars on  August 7 &amp; 8&#44 2012.,2012
surprise,AZ,triangle,Two craft with bright orange lights and no sound.,2012
surprise,AZ,triangle,just a black triangle flying fast and silent.    southeast  direction.    from my front yard.  just flew into a cloud and never  return,2005
surprise,AZ,triangle,It consisted of three white stars at each tip of a perfectly formed triangle in a star lit sky.,2012
surprise,AZ,triangle,July 4TH to 5th 2013 ufo&#44 3 triangle shapes moving in triangle formation over nw phoenix metro area.,2013
tacna,AZ,triangle,Iseen three objects coming out of the south at 11;30 a.m. about the 22 of jan. 2000one of the craft flying in the center was about 100,2000
tempe,AZ,triangle,Fast flying triangle shaped object with blinking lights over South Phoenix&#44 and Tempe&#44 AZ.  ((NUFORC Note:  Probably flares.  PD)),2007
tempe,AZ,triangle,Late 1960&#39s UFO Sighting Tempe Arizona    Triangle Formation Objects,1968
tempe,AZ,triangle,((HOAX??))  Large triangle shaped object with several lights on the bottom flew over tempe,2007
tempe,AZ,triangle,My friend and I saw a triangle made of smaller triangles fly over us at a low altitude.,1993
tempe,AZ,triangle,3 light triangle stayed perfectly still and then shot off fter 3 seconds of stillness.,2005
tonopah,AZ,triangle,((HOAX??))  &quot;WE ARE NOT ALONE&quot; ALIEN CONTACT&#44 AND CONVERSATION July10&#44 2009&#33,2009
tucson,AZ,triangle,This shape reminded me of the Phoenix lights because it was a Triangle.,2008
tucson,AZ,triangle,Visible by the naked eye&#44 appear to be several bright&#44 triangular objects in the East and West sky.,2003
tucson,AZ,triangle,more details on report filed two hours earlier,2008
tucson,AZ,triangle,Saw huge mass with many rapidly blinking lights moving slowly and soundlessly accross sky.,2008
tucson,AZ,triangle,120-140 ft&#44 X 35-40 ft&#44 X 30 ft&#44 triangler craft&#44 metalic colored&#44 4 lights directly down the center with 2 strobes and 3 very large li,1995
tucson,AZ,triangle,Bright triangle shaped lights over Tucson skies,2006
tucson,AZ,triangle,Tucson sighting from Catalina Foothills: 4 lights&#44 triangle formation&#44 moving low and silent in a northwest direction in the Tucson sky,2014
tucson,AZ,triangle,2 pulsating orb like lights hovering&#44 ascending straight up&#44 then across and saw its triangular shape and lights,2011
tucson,AZ,triangle,Dark&#44 triangular-shaped object traveling slowly to the south-east.,2008
tucson,AZ,triangle,Bright&#44 orange&#44 triangular light north of Tucson moving towards the south then turning east and disappearing,2012
tucson,AZ,triangle,I saw a very large&#44 dark gray triangular shaped object in daylight&#44 which was not identifiable.,1988
tucson,AZ,triangle,Triangular object&#44 flying slowly south&#44 with seven bright lights pointing outward and down from bottom of craft.,2008
tucson,AZ,triangle,very large and slow moving,2003
tucson,AZ,triangle,I saw one triangular shaped craft&#44 it had two very big randomly flashing lights(bluish white color).,1997
tucson,AZ,triangle,Dark triangular object emitting &quot;dread&quot;&#44 searching for something&#44 then challenges USAF base security.,1972
tucson,AZ,triangle,25 miles west of Tucson&#44 Az.  Strange orange balls in a triangle pattern&#44 in march of 1997.,1997
tucson,AZ,triangle,Early 60&#39s Triangle Craft,1964
tucson,AZ,triangle,Triangle aircraft with 3 lights above tucson,2010
tucson,AZ,triangle,Observed in western sky @ about 100 ft. flying to the south at about 10 to25 mph Flying in formation as geese would fly,1963
tucson,AZ,triangle,One extremely large&#44 dark gray triangular shaped object with no lights or markings on it over Tucson&#44 AZ. (1988),1988
tucson,AZ,triangle,I was traveling east coming home from work and saw three bright&#44 white lights in the SW sky.  They were appeared to be about the size o,1998
tucson,AZ,triangle,Sighting of large flying triangle north of Tucson AZ,1999
tucson,AZ,triangle,three points of light in the shape of a triangle moving across the sky,2005
tucson,AZ,triangle,North Tucson sighting near Mt. Lemmon.  Moved South&#44 3 lights moved in formation and fourth light below it moved across sky until it di,2008
tucson,AZ,triangle,Dark unlit object streaking across Tucson sky at unbelievable speed.,1999
tucson,AZ,triangle,Saw what appeared to be stars shooting &quot;laser&quot; lights down&#44 also an object emitting other objects in to another,2009
winslow,AZ,triangle,Triangle craft  positioned over Winslow&#44 AZ for 30-40 minutes,1997
yuma,AZ,triangle,Dark triangle with no lights and no sound 150 feet above our heads.,2004
yuma,AZ,triangle,Yuma- Arizona 1993 Large Triangle shaped craft.,1993
yuma,AZ,triangle,My wife and I were on our way home from San Diego late at night when I noticed an aircraft flying over head.  The craft was very bright,1998
yuma,AZ,triangle,Carousel in the sky on fire / pixalated triangle over Yuma&#44 AZ,2008
yuma,AZ,triangle,cloaking ship  over Yuma&#44 AZ,2009
yuma,AZ,triangle,Massive  triangle reported  to Yuma county Sherriff office over Yuma&#44 AZ. flying south to Mexico,2005
adelanto,CA,triangle,very strange and it looked very like a UFO.,2008
alhambra,CA,triangle,UFO Sighting near Los Angeles,2002
aliso viejo,CA,triangle,THESE OBJECTS APPERRED OVER ALISO VIEJO CA JUST 10 MIN. AGO. THEY WERE SILET AND LOOKED LIKE FLOATING HOUSES AND THEN THE 3 OF THEM SHO,2001
allendale,CA,triangle,3 Triangle ufos over Allendale&#44 Ca  ((NUFORC Note:  Student report.  Possible hoax&#44 we wonder.  PD)),2008
alpine,CA,triangle,Sighted a triangle object&#44 dark moving at a tremendous speed&#44 silently out of sight past the horizon in 5 seconds.,2001
altadena,CA,triangle,Stationary Black Triangle over Southern California Near JPL&#44 spotted by 2 witnesses. 20-30 seconds.,2003
alturas,CA,triangle,This is clearly happening here and to quote Mr. Holloway.... &quot;There are UFO&#39s in Modoc County.&quot;,2005
alturas,CA,triangle,Newspaper Article to March 7th Sighting,2005
american canyon,CA,triangle,I SAW A TRIANGULAR SHAPED CRAFT AND I SAW INSIDE OF IT.,1997
